id_compra,fecha,producto,id_cliente,id_tienda,cantidad
88,31/08/2007,864,653,41,8
466,21/04/2001,3249,673,43,5
104,27/02/2016,829,701,55,3
98,22/08/2001,201,286,46,8
82,11/01/2020,940,134,84,5
273,30/10/2001,1830,552,100,1
8,19/04/2013,36,167,88,1
299,28/03/2004,2656,413,10,4
383,05/11/2016,2102,787,34,5
376,07/02/2009,2910,990,60,2
180,06/12/2011,3620,939,40,6
27,31/03/2002,1152,440,67,6
67,26/10/2019,3460,210,32,7
386,30/03/2005,3401,832,83,7
346,02/10/2017,1914,241,3,5
183,09/10/2017,2093,670,42,2
349,14/02/2015,2422,93,66,2
319,16/06/2004,3116,24,27,2
155,06/03/2017,3107,121,70,8
260,26/03/2012,2922,859,61,6
51,27/02/2002,2731,587,99,8
23,08/06/2003,1609,470,100,3
393,18/10/2007,913,877,26,2
385,03/10/2021,1843,529,81,8
4,17/10/2008,324,76,22,6
500,30/03/2021,2112,958,70,3
312,02/03/2001,373,648,93,7
152,23/05/2014,3064,453,90,2
502,21/09/2014,3701,12,0,3
262,23/12/2005,237,823,42,3
144,23/07/2011,3266,925,86,8
494,01/11/2002,1108,819,49,8
372,17/02/2021,743,368,36,1
16,01/12/2014,1616,970,18,3
321,08/02/2018,831,748,98,5
17,20/11/2002,3005,522,89,7
53,23/01/2018,1858,432,56,4
92,20/10/2006,1873,901,57,2
270,29/03/2002,1599,620,42,4
36,28/12/2004,330,391,74,1
457,04/10/2020,2255,347,41,2
441,25/07/2019,205,630,53,7
93,25/11/2018,1729,198,30,1
371,30/12/2019,305,699,58,7
41,04/12/2012,1532,365,41,7
483,03/03/2018,222,575,78,2
395,22/08/2019,1879,734,87,6
221,03/07/2018,2415,894,55,5
13,24/05/2019,912,458,47,3
10,23/04/2009,3123,406,11,6
309,17/02/2005,1063,333,56,5
234,13/07/2001,1101,914,11,4
7,21/08/2022,2327,153,3,4
366,07/12/2009,843,247,99,1
43,09/01/2016,2118,248,40,5
2,08/05/2002,999,406,6,6
288,01/01/2013,1426,329,77,2
87,02/05/2005,997,359,19,5
34,20/12/2021,2729,907,35,4
97,08/04/2017,5,248,3,3
365,26/12/2002,2642,454,82,4
215,27/09/2000,1712,955,87,3
205,11/07/2012,300,219,91,7
411,14/02/2013,3618,379,101,7
84,18/06/2001,1415,707,50,8
225,03/05/2004,184,465,88,7
499,01/02/2013,3557,391,4,8
122,03/04/2010,3053,223,98,1
26,09/11/2016,3635,855,90,2
429,02/02/2005,3227,340,49,6
178,20/11/2015,2,234,89,5
56,24/11/2004,459,589,89,5
90,11/11/2000,1993,265,26,1
189,15/06/2000,2022,409,28,6
415,16/09/2022,604,160,71,1
462,11/03/2001,3232,189,89,4
25,17/09/2017,1634,655,37,6
78,31/12/2014,528,443,85,6
237,18/02/2021,3570,511,26,6
407,24/06/2008,2252,350,27,1
293,21/07/2018,2752,752,33,4
199,26/05/2017,2740,707,50,6
507,26/08/2000,3694,148,37,6
186,30/06/2010,2996,913,41,5
15,01/10/2009,1998,356,43,4
86,28/04/2014,1096,341,50,7
242,21/04/2012,3388,831,72,8
220,01/04/2003,2209,100,27,7
473,30/09/2000,285,820,38,5
29,21/02/2006,3154,155,58,8
7,21/08/2022,717,153,3,8
498,14/01/2012,3676,653,54,3
150,18/10/2021,2638,56,79,1
446,03/10/2007,136,118,60,2
133,20/10/2005,3170,493,29,7
414,03/10/2007,2223,805,78,7
378,23/09/2001,3040,852,46,4
303,02/04/2022,407,389,79,7
206,16/10/2022,1128,506,89,6
298,24/02/2004,2849,879,36,3
264,06/02/2012,2393,874,20,4
202,26/11/2015,1376,701,90,5
59,12/12/2017,1714,235,94,2
139,04/04/2007,2560,197,87,7
488,09/12/2016,3540,867,95,5
520,21/06/2010,3711,154,56,1
169,13/08/2010,1971,610,18,1
65,17/06/2012,924,815,99,4
45,26/08/2007,229,837,89,4
95,11/08/2009,2180,200,36,2
217,15/10/2010,1197,415,21,4
503,23/06/2018,3715,53,22,5
514,14/08/2003,3696,298,45,5
290,06/11/2017,495,918,79,1
36,28/12/2004,2104,391,74,2
118,28/01/2018,1410,867,73,1
4,17/10/2008,2652,76,22,6
74,10/08/2004,436,425,17,3
59,12/12/2017,2676,235,94,3
115,12/06/2002,1168,43,38,7
6,05/08/2018,1734,683,10,8
158,23/12/2017,3557,680,50,6
322,27/12/2017,3667,734,43,1
88,31/08/2007,1191,653,41,2
12,09/01/2006,3119,497,66,5
5,04/07/2003,1714,650,11,3
374,22/01/2012,852,964,22,7
55,01/11/2008,3587,697,87,3
17,20/11/2002,60,522,89,3
249,07/07/2019,3266,321,18,4
387,05/12/2020,1701,90,32,2
77,22/08/2010,55,393,8,4
460,20/08/2020,138,470,39,5
182,09/07/2006,796,35,47,4
435,25/08/2013,3423,125,73,2
436,12/02/2013,1051,518,19,4
380,07/05/2018,3597,364,49,1
40,29/05/2001,3657,200,49,8
476,21/04/2016,2540,459,82,5
396,12/02/2021,1903,150,76,8
112,25/11/2003,960,422,88,8
179,25/02/2012,230,941,85,5
166,27/09/2008,1320,505,13,8
213,23/02/2007,1345,358,76,3
3,12/05/2014,77,697,32,8
3,12/05/2014,1882,697,32,3
32,01/01/2021,2308,312,45,8
37,24/02/2022,2823,45,82,4
291,16/05/2000,770,543,64,2
238,10/09/2022,2762,704,92,5
84,18/06/2001,2839,707,50,5
27,31/03/2002,1100,440,67,5
327,10/07/2007,2313,790,49,6
474,21/05/2019,2267,875,35,3
440,15/05/2007,2358,878,15,3
491,04/05/2022,1405,28,16,1
18,15/07/2007,2959,651,85,6
76,21/02/2005,794,352,3,3
72,27/07/2010,1112,687,47,7
369,11/10/2005,1989,354,84,1
28,29/08/2007,924,41,8,7
119,09/04/2011,2396,113,38,8
14,27/09/2004,1267,735,88,6
478,14/07/2022,408,0,84,8
30,26/03/2001,1079,448,27,4
210,04/06/2001,2418,524,15,2
214,24/10/2018,788,856,71,6
128,11/02/2020,3082,356,78,5
503,23/06/2018,3714,53,22,7
505,14/11/2013,3718,999,87,8
332,29/05/2016,3365,509,63,5
296,30/11/2001,2269,286,68,4
44,10/05/2014,2223,525,89,7
123,17/11/2018,506,959,78,2
70,02/05/2016,2503,359,20,4
318,22/12/2014,904,278,56,6
22,05/04/2010,1150,269,69,1
514,14/08/2003,3707,298,45,2
126,12/07/2012,2098,755,81,5
405,18/05/2022,360,182,70,1
360,09/03/2018,2979,876,80,7
305,17/01/2003,1196,375,91,3
258,17/02/2012,2540,945,16,7
31,25/02/2009,3188,56,22,4
117,24/12/2003,3218,770,47,8
196,02/09/2007,2604,983,36,6
495,08/12/2002,3163,685,45,6
357,30/07/2020,2895,102,14,3
297,27/02/2006,316,328,76,2
437,12/08/2012,626,926,64,4
477,18/05/2011,3075,182,0,5
471,07/11/2016,23,845,73,1
294,05/09/2011,847,477,73,6
434,03/10/2008,1656,409,46,5
278,04/05/2009,3123,567,38,6
82,11/01/2020,2050,134,84,8
339,29/04/2020,2931,763,44,7
453,14/12/2013,496,795,93,4
154,01/08/2000,713,45,56,2
1,15/04/2021,2263,713,98,1
24,08/05/2004,1618,664,39,1
316,15/09/2005,1899,611,30,2
162,03/05/2015,2242,406,22,2
353,29/10/2007,2656,51,0,2
420,19/12/2004,2859,565,2,4
191,15/01/2017,1854,235,0,1
511,09/04/2007,3696,404,5,5
289,27/04/2015,3624,27,97,2
42,20/10/2009,88,130,25,1
419,05/12/2005,684,493,48,1
108,14/05/2014,2220,418,69,1
165,18/12/2019,3044,31,101,3
111,26/07/2000,3210,490,65,1
60,28/01/2013,2686,880,14,7
211,04/01/2012,1239,101,51,2
4,17/10/2008,2827,76,22,7
55,01/11/2008,3354,697,87,1
257,15/06/2004,2976,478,4,4
21,20/07/2012,1855,481,98,8
135,21/08/2015,1023,536,2,1
106,26/10/2021,1214,607,32,6
68,09/12/2016,2875,771,34,1
381,28/11/2013,1503,83,19,7
24,08/05/2004,2490,664,39,5
81,09/12/2002,3398,287,10,4
364,19/08/2013,1602,912,23,5
506,14/09/2001,3723,684,9,6
277,05/03/2009,2560,163,71,4
48,10/03/2018,1674,262,76,7
314,27/09/2013,1114,631,15,1
12,09/01/2006,2436,497,66,2
246,25/05/2020,338,562,91,6
463,31/03/2014,1666,712,73,4
64,04/09/2010,2641,720,75,1
92,20/10/2006,3074,901,57,4
156,17/02/2016,757,328,47,1
107,18/11/2021,127,425,52,1
445,27/09/2020,3170,811,11,3
350,24/09/2009,4,952,71,2
11,16/05/2018,1497,43,51,8
442,04/09/2015,190,913,79,7
64,04/09/2010,425,720,75,1
272,17/12/2021,629,400,97,2
193,01/11/2016,2962,473,93,7
454,05/11/2010,787,17,14,2
250,05/10/2013,715,712,7,3
153,18/12/2002,92,864,75,5
85,23/01/2000,2551,690,101,7
230,30/06/2019,221,100,8,4
93,25/11/2018,1641,198,30,2
62,08/05/2012,1491,129,90,4
109,03/04/2001,2014,718,29,1
75,22/10/2013,3584,867,64,4
39,10/01/2019,1923,998,17,8
142,27/07/2022,3316,575,82,2
80,07/02/2006,2065,261,95,2
367,02/02/2000,269,343,73,8
51,27/02/2002,711,587,99,4
461,06/03/2001,2776,649,48,2
46,30/04/2017,808,795,75,6
198,21/02/2017,92,50,77,4
426,19/03/2011,3536,112,16,2
2,08/05/2002,551,406,6,4
171,11/03/2021,1115,907,17,5
17,20/11/2002,397,522,89,5
195,30/04/2018,501,731,28,4
35,03/05/2010,30,155,58,8
348,14/01/2002,1321,917,79,8
283,19/07/2021,2338,32,47,2
472,09/06/2007,1616,998,31,6
331,21/07/2009,91,938,40,1
384,24/12/2002,609,578,51,3
300,18/01/2020,2560,622,37,5
226,08/08/2009,817,734,50,1
94,20/01/2020,2067,206,28,4
21,20/07/2012,1065,481,98,8
114,08/09/2019,857,839,82,5
443,07/04/2021,156,751,84,4
482,01/08/2011,3642,739,46,8
132,07/04/2014,2534,589,15,5
71,22/04/2000,830,806,27,8
347,28/08/2015,3482,539,32,3
390,13/04/2020,3644,961,54,8
19,27/10/2000,1920,137,3,6
129,06/11/2005,3282,175,71,2
167,12/08/2017,1095,752,21,4
438,29/03/2018,2666,355,42,6
281,12/07/2019,2596,126,82,8
516,28/04/2003,3716,658,54,2
512,16/09/2000,3727,511,29,3
125,19/11/2016,3002,922,73,7
403,24/03/2021,156,897,34,6
75,22/10/2013,3477,867,64,8
147,03/08/2002,1484,497,65,8
66,22/02/2013,667,445,77,7
168,23/10/2016,1623,847,83,8
61,22/06/2014,2316,984,16,6
91,10/03/2015,454,503,32,2
41,04/12/2012,2419,365,41,8
354,13/09/2002,131,893,29,1
345,21/06/2019,279,205,15,3
201,02/09/2013,1813,254,7,3
352,30/03/2020,1582,161,36,6
504,05/12/2019,3700,810,15,6
209,14/08/2002,1431,143,2,2
188,04/01/2002,2205,307,5,1
176,26/01/2015,3010,333,33,1
423,27/12/2004,3633,405,28,1
20,07/10/2004,619,87,28,2
219,15/09/2006,374,735,45,6
439,14/01/2014,486,599,56,6
486,26/08/2016,548,297,53,5
269,22/10/2009,272,199,87,8
56,24/11/2004,710,589,89,4
338,09/10/2003,623,173,83,8
479,08/05/2016,3446,820,102,1
163,14/05/2003,220,529,101,3
425,05/08/2005,2933,693,22,7
341,24/07/2014,2365,37,57,7
30,26/03/2001,3048,448,27,7
86,28/04/2014,1104,341,50,1
410,08/01/2017,3201,626,35,7
370,06/02/2019,17,161,90,2
203,09/10/2014,1601,652,41,2
397,23/01/2005,72,106,23,8
96,30/04/2013,849,754,45,2
81,09/12/2002,3614,287,10,4
256,02/03/2009,1063,72,10,4
47,31/10/2019,597,484,78,8
19,27/10/2000,2765,137,3,2
450,16/02/2014,2683,913,69,8
402,17/04/2013,134,333,22,2
121,30/11/2014,3293,259,87,5
16,01/12/2014,1891,970,18,5
52,07/09/2014,294,711,63,3
368,05/06/2002,2835,363,83,2
72,27/07/2010,617,687,47,3
146,30/05/2004,409,18,62,4
373,11/09/2018,651,372,51,5
252,14/08/2000,3101,375,52,7
96,30/04/2013,2226,754,45,2
161,19/03/2010,3554,228,26,6
375,17/12/2018,219,720,70,8
44,10/05/2014,1570,525,89,6
503,23/06/2018,3721,53,22,5
28,29/08/2007,2647,41,8,8
53,23/01/2018,1742,432,56,5
343,26/02/2005,642,372,4,4
23,08/06/2003,1001,470,100,1
43,09/01/2016,1389,248,40,4
279,10/12/2009,2180,679,9,8
173,20/09/2014,3037,247,86,6
326,13/02/2001,780,778,82,7
232,09/12/2006,2866,757,3,4
464,06/07/2001,1325,90,35,8
409,14/12/2022,1264,612,23,6
149,14/02/2010,2948,276,76,6
73,02/09/2016,135,901,31,2
490,11/11/2019,3552,852,87,3
38,26/09/2007,84,672,21,1
231,16/03/2022,940,784,6,7
432,01/08/2008,2923,722,68,6
190,23/06/2018,1954,647,100,7
164,13/11/2019,1591,621,13,2
282,21/12/2001,2084,495,89,3
394,16/09/2019,1332,688,35,4
416,14/03/2007,1818,22,68,1
127,01/12/2014,2859,385,56,2
284,14/10/2002,2386,380,33,2
110,07/01/2009,936,816,20,7
212,19/12/2004,1646,737,98,5
228,13/12/2002,974,42,77,6
184,15/09/2008,2326,685,45,2
0,14/10/2003,701,539,48,1
398,12/06/2010,527,363,62,7
520,21/06/2010,3704,154,56,4
452,24/04/2011,3407,224,36,1
74,10/08/2004,2353,425,17,3
102,25/07/2007,1604,884,46,5
444,20/10/2010,836,856,41,8
392,11/07/2021,2243,236,37,5
3,12/05/2014,2494,697,32,6
280,24/02/2020,2428,147,7,3
134,04/02/2019,2598,543,67,1
14,27/09/2004,2348,735,88,2
285,04/01/2019,2059,889,6,7
76,21/02/2005,2718,352,3,2
185,06/09/2005,3132,167,34,7
10,23/04/2009,1440,406,11,8
465,11/01/2022,999,145,50,5
15,01/10/2009,2004,356,43,4
22,05/04/2010,2323,269,69,3
6,05/08/2018,2928,683,10,8
455,22/04/2022,2725,721,91,1
218,13/05/2019,1657,481,1,5
344,11/11/2013,2059,925,94,7
89,02/03/2013,3235,597,44,7
148,17/07/2009,503,986,93,8
401,13/02/2019,3120,131,89,6
307,31/05/2021,264,991,77,1
362,26/05/2016,2502,368,86,2
496,21/06/2021,346,831,75,5
334,12/12/2020,393,153,33,4
433,31/01/2015,2214,115,9,3
469,21/01/2017,553,137,56,6
98,22/08/2001,819,286,46,1
78,31/12/2014,760,443,85,2
159,08/10/2017,3408,912,40,3
509,18/01/2005,3725,623,30,4
1,15/04/2021,2253,713,98,4
337,18/05/2016,3602,403,68,7
197,27/01/2015,3211,737,71,2
467,04/06/2000,401,601,81,4
143,11/12/2009,579,8,59,4
0,14/10/2003,2658,539,48,8
29,21/02/2006,733,155,58,8
79,29/10/2022,3240,480,10,4
69,23/09/2011,732,89,56,5
2,08/05/2002,3511,406,6,3
227,16/10/2013,3406,574,90,7
515,12/11/2019,3694,989,73,3
67,26/10/2019,1980,210,32,6
157,26/12/2014,240,222,51,7
9,03/07/2000,471,298,59,4
130,12/12/2003,2705,430,101,1
328,06/05/2002,3027,370,50,6
57,01/10/2017,2248,374,89,3
359,23/08/2014,2973,996,6,2
48,10/03/2018,1242,262,76,4
245,01/02/2016,1830,624,39,7
487,29/09/2013,3572,376,35,1
417,02/02/2021,574,450,98,2
470,12/03/2010,3516,546,93,4
265,26/03/2022,146,583,58,2
33,05/10/2005,730,122,89,7
54,28/04/2019,160,51,17,5
151,02/12/2006,847,213,97,6
510,03/09/2016,3699,322,101,1
235,08/11/2013,3124,815,100,7
116,14/12/2013,3573,808,20,1
244,29/07/2017,102,149,1,3
8,19/04/2013,2544,167,88,2
379,17/11/2003,3039,106,10,1
413,26/10/2013,1708,499,5,5
25,17/09/2017,2207,655,37,5
138,17/12/2022,454,398,80,3
485,21/03/2004,973,668,1,5
18,15/07/2007,3246,651,85,8
5,04/07/2003,1300,650,11,1
468,11/04/2017,472,649,72,2
493,28/12/2011,3405,772,76,6
513,09/05/2007,3701,208,49,2
223,14/02/2016,3044,768,37,3
254,19/04/2007,1710,400,32,5
475,25/03/2019,1284,985,18,8
174,05/05/2006,1033,117,65,3
399,08/10/2004,3314,485,9,8
8,19/04/2013,3312,167,88,4
424,25/09/2022,2237,535,28,2
377,10/06/2007,470,558,66,7
320,29/06/2010,2925,382,38,1
222,10/01/2016,105,415,60,1
276,03/11/2018,3206,188,31,4
317,07/05/2001,1906,990,61,5
492,25/10/2022,157,224,98,3
54,28/04/2019,3674,51,17,2
99,22/10/2000,2215,239,55,2
229,21/05/2003,3102,966,40,5
58,26/03/2021,2723,55,102,6
333,05/02/2013,2915,968,78,1
137,07/11/2019,485,957,88,2
356,02/06/2017,1701,104,36,3
11,16/05/2018,428,43,51,3
91,10/03/2015,856,503,32,3
69,23/09/2011,1458,89,56,8
358,10/05/2020,866,11,84,6
177,18/02/2021,2289,966,98,3
255,27/09/2015,2379,540,77,4
497,20/02/2007,2384,39,53,1
208,21/08/2007,2145,145,90,6
66,22/02/2013,312,445,77,6
89,02/03/2013,3286,597,44,7
336,06/04/2005,3404,29,40,6
9,03/07/2000,3423,298,59,7
40,29/05/2001,3268,200,49,8
315,14/07/2001,590,168,66,3
239,31/07/2013,2962,790,24,2
430,18/10/2022,1526,939,82,5
70,02/05/2016,1590,359,20,1
192,07/11/2016,2674,118,20,1
259,31/07/2018,1360,171,86,5
363,28/07/2021,434,285,63,2
275,03/10/2012,1558,851,37,2
233,07/10/2001,3140,619,80,2
236,07/10/2005,2070,878,81,5
45,26/08/2007,1674,837,89,1
37,24/02/2022,1153,45,82,4
83,07/03/2019,1361,175,43,5
388,17/12/2004,622,575,7,6
427,26/03/2020,2279,892,25,5
207,28/07/2004,1968,396,76,6
71,22/04/2000,336,806,27,5
489,06/03/2012,3158,302,31,7
79,29/10/2022,317,480,10,7
31,25/02/2009,1780,56,22,3
105,22/05/2001,1413,320,79,1
421,20/08/2021,996,470,92,7
11,16/05/2018,86,43,51,8
113,23/01/2017,1008,824,24,4
49,11/03/2000,3580,954,50,8
20,07/10/2004,2943,87,28,7
501,08/07/2022,3695,653,50,2
241,10/12/2015,2292,73,94,2
131,16/09/2010,1819,584,33,2
382,12/12/2020,698,34,58,4
47,31/10/2019,3077,484,78,3
292,26/04/2009,1312,217,72,3
447,01/06/2001,498,468,31,6
136,20/12/2012,3249,986,92,7
243,28/01/2016,3095,238,23,3
38,26/09/2007,2641,672,21,7
224,14/01/2006,845,610,98,8
101,14/09/2015,566,176,17,5
65,17/06/2012,1267,815,99,5
422,19/03/2001,592,483,60,7
63,21/03/2013,306,973,86,3
335,03/07/2011,2562,732,61,1
342,13/01/2013,1596,626,72,1
406,24/08/2017,3636,780,89,7
87,02/05/2005,415,359,19,8
34,20/12/2021,1271,907,35,7
58,26/03/2021,2321,55,102,7
10,23/04/2009,2587,406,11,6
458,15/10/2022,1989,8,27,8
32,01/01/2021,3349,312,45,7
355,10/11/2000,2633,227,100,6
508,12/06/2008,3722,568,46,8
261,13/02/2017,910,457,76,2
323,11/02/2016,3299,2,9,6
99,22/10/2000,2384,239,55,2
240,04/11/2011,1581,329,30,6
145,11/10/2011,2455,575,52,2
266,03/10/2013,1818,405,80,3
304,01/06/2007,3062,184,76,5
42,20/10/2009,1155,130,25,7
484,02/08/2005,3457,18,36,2
170,06/12/2020,333,832,45,6
120,04/02/2002,953,133,2,7
160,25/12/2019,2867,98,2,5
14,27/09/2004,2575,735,88,5
61,22/06/2014,1233,984,16,7
85,23/01/2000,1207,690,101,8
216,18/06/2010,463,580,97,6
263,13/01/2002,1470,898,44,7
431,02/05/2012,2133,645,53,6
480,19/12/2020,1315,701,93,2
302,14/05/2005,697,272,86,3
95,11/08/2009,1742,200,36,1
7,21/08/2022,3385,153,3,2
73,02/09/2016,2568,901,31,8
274,01/03/2006,1014,284,13,3
313,21/10/2002,487,286,63,8
253,06/09/2020,1010,604,42,6
295,11/05/2000,2599,311,2,1
391,16/03/2011,1125,506,70,3
103,17/03/2012,3238,272,19,7
